,station_name,station_id,latitude,longitude
376,Amsterdam Ave & W 189 St,8432.04,40.853142,-73.927094
377,52 St & 1 Ave,3253.01,40.649292,-74.020105
378,52 St & 6 Ave,3084.05,40.642703,-74.009441
379,Broadway & Ellwood St,8547.04,40.862058,-73.929719
380,Fort Washington Ave & W 183 St,8399.06,40.852252,-73.937854
381,MacDougal St & Prince St,5687.04,40.72710258,-74.00297088
382,6 St & 7 Ave,3834.1,40.6686627,-73.97988067
383,Adam Clayton Powell Blvd & W 130 St,7774.02,40.812346,-73.946168
384,55 St & 5 Ave,3050.03,40.642408,-74.013318
385,W 190 St & St. Nicholas Ave,8453.14,40.854788,-73.929513
386,King St & Varick St,5687.11,40.72789701409023,-74.00536268949507
387,Plaza Dr & W 170 St,8213.01,40.840484,-73.917946
388,Franklin Ave & St Marks Ave,4107.05,40.6758324,-73.9561677
389,Grand Concourse & E 144 St,7845.1,40.81687039466032,-73.92798498272896
390,41 St & 3 Ave,3388.02,40.652512,-74.008906
391,Cedar St & Myrtle Ave,4751.01,40.697842,-73.926241
392,Evergreen Ave & Noll St,4873.08,40.70106,-73.93318
393,Humboldt St & Varet St,4956.02,40.7031724,-73.940636
394,Westchester Ave & Jackson Ave,7853.01,40.816124,-73.908116
395,Van Buren St & Broadway,4568.01,40.692,-73.92617
396,Nelson Ave & W 172 St,8290.01,40.843965,-73.920999
397,Tinton Ave & E 165 St,7991.01,40.824796,-73.90242
398,Brook Ave & E 157 St,7935.07,40.820713,-73.911759
399,Stagg St & Morgan Ave,5170.01,40.710681,-73.93372
400,Cauldwell Ave & E 161 St,7952.02,40.82188,-73.907521
401,Halsey St & Evergreen Ave,4474.01,40.68858,-73.91227
402,State St & Smith St,4522.07,40.68917,-73.9886
403,Greene Av & Myrtle Av,4784.02,40.698568,-73.918877
404,Knickerbocker Ave & Cooper St,4582.05,40.69081,-73.90448
405,Broad St & Water St,4920.11,40.70293782409166,-74.01149354875088
406,Scholes St & Manhattan Ave,5108.01,40.70870368,-73.9448625
407,Sigourney St & Columbia St,3940.04,40.67267243410948,-74.0087952464819
408,Bainbridge Ave & E 198 St,8649.03,40.8684871,-73.8884559781
409,Bushwick Ave & Powers St,5250.05,40.71247661,-73.94100005
410,Myrtle Ave & Grove St,4816.05,40.69905,-73.91516
411,Macombs Rd & W 175 St,8344.04,40.848177,-73.916082
412,Clay Ave & Claremont Pkwy,8225.05,40.83999,-73.90549
413,Broadway	& W 48 St,6708.04,40.760177,-73.984868
414,Jackson St & Leonard St,5332.1,40.71638031973561,-73.94821286201477
415,Jerome Ave & E 198 St,8720.02,40.87144520687118,-73.89289632439613
416,E 170 St & Webster Ave,8156.03,40.83617913677475,-73.90730146322765
417,E Mosholu Pkwy & Van Cortlandt Ave E,8778.01,40.87656,-73.88366
418,Fulton Ave & E 172 St,8186.01,40.839229,-73.899047
419,Shore Blvd & Astoria Park,7271.01,40.77977,-73.923162
420,Beck St & Leggett Ave,7807.04,40.815077,-73.899939
